agency_cd,site_no,datetime,154918_00010_00001,154918_00010_00001_cd,154919_00010_00002,154919_00010_00002_cd,154920_00010_00003,154920_00010_00003_cd,154921_00060_00003,154921_00060_00003_cd,154924_00665_00003,154924_00665_00003_cd,154926_00671_00003,154926_00671_00003_cd
USGS,5427850,6/9/2014,,,,,,,67.5,A,0.117,A,0.00653,A
USGS,5427850,6/10/2014,,,,,,,68,A,0.116,A,0.00576,A
USGS,5427850,6/11/2014,,,,,,,54.4,A,0.115,A,0.00508,A
USGS,5427850,6/12/2014,,,,,,,55.8,A,0.114,A,0.00448,A
USGS,5427850,6/13/2014,,,,,,,64.5,A,0.113,A,0.00395,A
USGS,5427850,6/14/2014,,,,,,,48.5,A,0.112,A,0.00349,A
USGS,5427850,6/15/2014,,,,,,,46.2,A,0.111,A,0.00309,A
USGS,5427850,6/16/2014,,,,,,,58.7,A,0.111,A,0.003,A
USGS,5427850,6/17/2014,,,,,,,61.5,A,0.111,A,0.003,A
USGS,5427850,6/18/2014,,,,,,,103,A,0.11,A,0.003,A
USGS,5427850,6/19/2014,,,,,,,197,A,0.111,A,0.00305,A
USGS,5427850,6/20/2014,,,,,,,244,A,0.13,A,0.00408,A
USGS,5427850,6/21/2014,,,,,,,324,A,0.188,A,0.0283,A
USGS,5427850,6/22/2014,,,,,,,202,A,0.224,A,0.074,A
USGS,5427850,6/23/2014,,,,,,,130,A,0.21,A,0.0596,A
USGS,5427850,6/24/2014,,,,,,,111,A,0.189,A,0.037,A
USGS,5427850,6/25/2014,,,,,,,91.5,A,0.179,A,0.0225,A
USGS,5427850,6/26/2014,,,,,,,75.2,A,0.171,A,0.0132,A
USGS,5427850,6/27/2014,,,,,,,59.4,A,0.163,A,0.00767,A
USGS,5427850,6/28/2014,,,,,,,60.1,A,0.156,A,0.00447,A
USGS,5427850,6/29/2014,,,,,,,64.2,A,0.148,A,0.00261,A
USGS,5427850,6/30/2014,,,,,,,113,A,0.142,A,0.00152,A
USGS,5427850,7/1/2014,,,,,,,192,A,0.14,A,0.00182,A
USGS,5427850,7/2/2014,,,,,,,191,A,0.123,A,0.00262,A
USGS,5427850,7/3/2014,,,,,,,107,A,0.128,A,0.00275,A
USGS,5427850,7/4/2014,,,,,,,85.5,A,0.133,A,0.0022,A
USGS,5427850,7/5/2014,,,,,,,54,A,0.138,A,0.00168,A
USGS,5427850,7/6/2014,,,,,,,92.6,A,0.142,A,0.00128,A
USGS,5427850,7/7/2014,,,,,,,70.8,A,0.147,A,0.00103,A
USGS,5427850,7/8/2014,,,,,,,90.5,A,0.147,A,0.00104,A
USGS,5427850,7/9/2014,,,,,,,79.2,A,0.147,A,0.00108,A
USGS,5427850,7/10/2014,,,,,,,59.7,A,0.147,A,0.00112,A
USGS,5427850,7/11/2014,,,,,,,67.9,A,0.147,A,0.00116,A
USGS,5427850,7/12/2014,,,,,,,81.4,A,0.147,A,0.00121,A
USGS,5427850,7/13/2014,,,,,,,71.2,A,0.147,A,0.00126,A
USGS,5427850,7/14/2014,,,,,,,68.3,A,0.146,A,0.00131,A
USGS,5427850,7/15/2014,,,,,,,73.6,A,0.146,A,0.00136,A
USGS,5427850,7/16/2014,,,,,,,66.7,A,0.146,A,0.00141,A
USGS,5427850,7/17/2014,,,,,,,61.1,A,0.146,A,0.00146,A
USGS,5427850,7/18/2014,,,,,,,63.8,A,0.146,A,0.00152,A
USGS,5427850,7/19/2014,,,,,,,62.7,A,0.146,A,0.00158,A
USGS,5427850,7/20/2014,,,,,,,58.9,A,0.146,A,0.00164,A
USGS,5427850,7/21/2014,,,,,,,58,A,0.146,A,0.00171,A
USGS,5427850,7/22/2014,,,,,,,67.2,A,0.146,A,0.00177,A
USGS,5427850,7/23/2014,,,,,,,49.8,A,0.146,A,0.00184,A
USGS,5427850,7/24/2014,,,,,,,47.8,A,0.146,A,0.00192,A
USGS,5427850,7/25/2014,,,,,,,48.1,A,0.146,A,0.00199,A
USGS,5427850,7/26/2014,,,,,,,65.6,A,0.146,A,0.00207,A
USGS,5427850,7/27/2014,,,,,,,63.7,A,0.146,A,0.00215,A
USGS,5427850,7/28/2014,,,,,,,48,A,0.146,A,0.00223,A
USGS,5427850,7/29/2014,,,,,,,54.3,A,0.145,A,0.00232,A
USGS,5427850,7/30/2014,,,,,,,54,A,0.145,A,0.00241,A
USGS,5427850,7/31/2014,,,,,,,53.4,A,0.145,A,0.0025,A
USGS,5427850,8/1/2014,,,,,,,58.1,A,0.145,A,0.0026,A
USGS,5427850,8/2/2014,,,,,,,62.3,A,0.145,A,0.0027,A
USGS,5427850,8/3/2014,,,,,,,54.7,A,0.145,A,0.00281,A
USGS,5427850,8/4/2014,,,,,,,82.6,A,0.147,A,0.00292,A
USGS,5427850,8/5/2014,,,,,,,221,A,0.149,A,0.00233,A
USGS,5427850,8/6/2014,,,,,,,110,A,0.133,A,0.00249,A
USGS,5427850,8/7/2014,,,,,,,74.6,A,0.136,A,0.00378,A
USGS,5427850,8/8/2014,,,,,,,61.1,A,0.143,A,0.00367,A
USGS,5427850,8/9/2014,,,,,,,60.3,A,0.149,A,0.00343,A
USGS,5427850,8/10/2014,,,,,,,56.6,A,0.156,A,0.0032,A
USGS,5427850,8/11/2014,,,,,,,70,A,0.162,A,0.00304,A
USGS,5427850,8/12/2014,,,,,,,57.2,A,0.163,A,0.00314,A
USGS,5427850,8/13/2014,,,,,,,60.7,A,0.164,A,0.00329,A
USGS,5427850,8/14/2014,,,,,,,53.3,A,0.164,A,0.00345,A
USGS,5427850,8/15/2014,,,,,,,43.3,A,0.164,A,0.00362,A
USGS,5427850,8/16/2014,,,,,,,61.4,A,0.165,A,0.00379,A
USGS,5427850,8/17/2014,,,,,,,54.1,A,0.165,A,0.00397,A
USGS,5427850,8/18/2014,,,,,,,43.8,A,0.165,A,0.00416,A
USGS,5427850,8/19/2014,,,,,,,61.5,A,0.166,A,0.00436,A
USGS,5427850,8/20/2014,,,,,,,57.7,A,0.166,A,0.00457,A
USGS,5427850,8/21/2014,,,,,,,44.7,A,0.166,A,0.00479,A
USGS,5427850,8/22/2014,,,,,,,56.4,A,0.167,A,0.00502,A
USGS,5427850,8/23/2014,,,,,,,53.9,A,0.167,A,0.00526,A
USGS,5427850,8/24/2014,,,,,,,46.9,A,0.167,A,0.00552,A
USGS,5427850,8/25/2014,,,,,,,66.2,A,0.168,A,0.00578,A
USGS,5427850,8/26/2014,,,,,,,78.5,A,0.168,A,0.00606,A
USGS,5427850,8/27/2014,,,,,,,61.5,A,0.168,A,0.00635,A
USGS,5427850,8/28/2014,,,,,,,57.4,A,0.169,A,0.00665,A
USGS,5427850,8/29/2014,,,,,,,42.3,A,0.168,A,0.00692,A
USGS,5427850,8/30/2014,,,,,,,73.2,A,0.162,A,0.00679,A
USGS,5427850,8/31/2014,,,,,,,63.3,A,0.155,A,0.00659,A
USGS,5427850,9/1/2014,,,,,,,60.7,A,0.148,A,0.00638,A
USGS,5427850,9/2/2014,,,,,,,58.1,A,0.141,A,0.00619,A
USGS,5427850,9/3/2014,,,,,,,26.4,A,0.135,A,0.00599,A
USGS,5427850,9/4/2014,,,,,,,56.7,A,0.129,A,0.00581,A
USGS,5427850,9/5/2014,,,,,,,88.2,A,0.123,A,0.00563,A
USGS,5427850,9/6/2014,,,,,,,61.2,A,0.117,A,0.00546,A
USGS,5427850,9/7/2014,,,,,,,54.4,A,0.112,A,0.00529,A
USGS,5427850,9/8/2014,,,,,,,44.7,A,0.107,A,0.00512,A
USGS,5427850,9/9/2014,,,,,,,51,A,0.102,A,0.00497,A
USGS,5427850,9/10/2014,,,,,,,73.9,A,0.0974,A,0.00481,A
USGS,5427850,9/11/2014,,,,,,,55.9,A,0.093,A,0.00466,A
USGS,5427850,9/12/2014,,,,,,,57.7,A,0.0888,A,0.00452,A
USGS,5427850,9/13/2014,,,,,,,55.7,A,0.0848,A,0.00438,A
USGS,5427850,9/14/2014,,,,,,,46,A,0.081,A,0.00425,A
USGS,5427850,9/15/2014,,,,,,,67.7,A,0.0773,A,0.00411,A
USGS,5427850,9/16/2014,,,,,,,59.3,A,0.0743,A,0.00399,A
USGS,5427850,9/17/2014,,,,,,,55,A,0.0741,A,0.00391,A
USGS,5427850,9/18/2014,,,,,,,52.7,A,0.0741,A,0.00384,A
USGS,5427850,9/19/2014,,,,,,,21.6,A,0.0742,A,0.00376,A
USGS,5427850,9/20/2014,,,,,,,70.5,A,0.0743,A,0.00369,A
USGS,5427850,9/21/2014,,,,,,,60.5,A,0.0743,A,0.00361,A
USGS,5427850,9/22/2014,,,,,,,49.9,A,0.0744,A,0.00354,A
USGS,5427850,9/23/2014,,,,,,,49.1,A,0.0745,A,0.00347,A
USGS,5427850,9/24/2014,,,,,,,49.9,A,0.0746,A,0.00341,A
USGS,5427850,9/25/2014,,,,,,,51,A,0.0746,A,0.00334,A
USGS,5427850,9/26/2014,,,,,,,48.4,A,0.0747,A,0.00327,A
USGS,5427850,9/27/2014,,,,,,,48.4,A,0.0748,A,0.00321,A
USGS,5427850,9/28/2014,,,,,,,49.5,A,0.0748,A,0.00315,A
USGS,5427850,9/29/2014,,,,,,,60.3,A,0.0749,A,0.00309,A
USGS,5427850,9/30/2014,,,,,,,39.5,A,0.075,A,0.00303,A
USGS,5427850,10/1/2014,,,,,,,46.7,A,0.074,A,0.003,A
USGS,5427850,10/2/2014,,,,,,,39.4,A,0.0763,A,0.003,A
USGS,5427850,10/3/2014,,,,,,,57.8,A,0.0776,A,0.003,A
USGS,5427850,10/4/2014,,,,,,,70.8,A,0.0788,A,0.003,A
USGS,5427850,10/5/2014,,,,,,,52,A,0.08,A,0.003,A
USGS,5427850,10/6/2014,12.2,P,10.1,P,10.9,P,47.5,A,0.0813,A,0.003,A
USGS,5427850,10/7/2014,13.3,P,10.6,P,11.8,P,67.3,A,0.0825,A,0.003,A
USGS,5427850,10/8/2014,13.7,P,11,P,12.2,P,52.9,A,0.0838,A,0.003,A
USGS,5427850,10/9/2014,13.9,P,11.5,P,12.6,P,55.9,A,0.085,A,0.003,A
USGS,5427850,10/10/2014,13.5,P,11,P,12.3,P,50.4,A,0.0862,A,0.003,A
USGS,5427850,10/11/2014,13.3,P,10.8,P,12,P,46.1,A,0.0875,A,0.003,A
USGS,5427850,10/12/2014,13.5,P,10.9,P,12.3,P,55.8,A,0.0887,A,0.003,A
USGS,5427850,10/13/2014,13.6,P,12.6,P,13.1,P,70.5,A,0.0993,A,0.003,A
USGS,5427850,10/14/2014,13.7,P,12.6,P,13.3,P,144,A,0.11,A,0.00265,A
USGS,5427850,10/15/2014,12.6,P,12,P,12.2,P,92.5,A,0.0934,A,0.002,A
USGS,5427850,10/16/2014,14.2,P,11.9,P,12.8,P,66.6,A,0.0897,A,0.00203,A
USGS,5427850,10/17/2014,13.9,P,12.3,P,13.2,P,71.9,A,0.0869,A,0.00206,A
USGS,5427850,10/18/2014,12.3,P,10.9,P,11.5,P,61.2,A,0.0842,A,0.00209,A
USGS,5427850,10/19/2014,11.3,P,10.1,P,10.7,P,40.8,A,0.0814,A,0.00212,A
USGS,5427850,10/20/2014,12.3,P,10.3,P,11.4,P,77.1,A,0.0786,A,0.00215,A
USGS,5427850,10/21/2014,12,P,10.4,P,11.3,P,53.6,A,0.0759,A,0.00218,A
USGS,5427850,10/22/2014,11.8,P,9.2,P,10.5,P,49.3,A,0.0736,A,0.00221,A
USGS,5427850,10/23/2014,10.6,P,9.5,P,9.9,P,62.9,A,0.0726,A,0.00224,A
USGS,5427850,10/24/2014,11.9,P,10.1,P,10.8,P,60.9,A,0.0717,A,0.00227,A
USGS,5427850,10/25/2014,13.7,P,11.5,P,12.3,P,57.8,A,0.0708,A,0.0023,A
USGS,5427850,10/26/2014,13.3,P,10.8,P,12.1,P,65,A,0.0699,A,0.00233,A
USGS,5427850,10/27/2014,14.6,P,11.6,P,12.9,P,47.1,A,0.069,A,0.00236,A
USGS,5427850,10/28/2014,14.5,P,11.7,P,13.5,P,49.9,A,0.0681,A,0.00239,A
USGS,5427850,10/29/2014,11.7,P,9.6,P,10.4,P,81.9,A,0.0672,A,0.00242,A
USGS,5427850,10/30/2014,9.9,P,8.6,P,9.4,P,60.3,A,0.0663,A,0.00245,A
USGS,5427850,10/31/2014,9.3,P,5.5,P,7.1,P,64.9,A,0.0654,A,0.00248,A
USGS,5427850,11/1/2014,6.2,P,3.5,P,4.9,P,49.9,A,0.0645,A,0.00251,A
USGS,5427850,11/2/2014,6.2,P,4.3,P,5.2,P,35.6,A,0.0636,A,0.00254,A
USGS,5427850,11/3/2014,7.3,P,5,P,6,P,79.5,A,0.0627,A,0.00257,A
USGS,5427850,11/4/2014,9.3,P,7.2,P,8.3,P,54,A,0.0618,A,0.0026,A
USGS,5427850,11/5/2014,8.2,P,6.8,P,7.4,P,70.1,A,0.0608,A,0.00263,A
USGS,5427850,11/6/2014,7.6,P,6,P,6.8,P,74.3,A,0.0599,A,0.00266,A
USGS,5427850,11/7/2014,6,P,4.8,P,5.5,P,39.8,A,0.059,A,0.00269,A
USGS,5427850,11/8/2014,6.4,P,5.1,P,5.6,P,81.1,A,0.0581,A,0.00272,A
USGS,5427850,11/9/2014,6.4,P,4.9,P,5.7,P,72.3,A,0.0572,A,0.00276,A
USGS,5427850,11/10/2014,7.5,P,5.2,P,6.1,P,69.7,A,0.0563,A,0.00279,A
USGS,5427850,11/11/2014,6.9,P,4,P,5.7,P,52.4,A,0.0554,A,0.00282,A
USGS,5427850,11/12/2014,4,P,0.8,P,1.8,P,64,A,0.0545,A,0.00285,A
USGS,5427850,11/13/2014,1.3,P,0.6,P,1,P,69.4,A,0.0536,A,0.00288,A
USGS,5427850,11/14/2014,1.6,P,1.1,P,1.3,P,65.8,A,0.0527,A,0.00291,A
USGS,5427850,11/15/2014,2.6,P,1.4,P,2,P,59.3,A,0.0518,A,0.00294,A
USGS,5427850,11/16/2014,2.5,P,1.7,P,2,P,60.1,A,0.0509,A,0.00297,A
USGS,5427850,11/17/2014,1.7,P,1.2,P,1.4,P,63,A,0.05,A,0.00303,A
USGS,5427850,11/18/2014,1.5,P,1.1,P,1.3,P,55,A,0.0496,A,0.00326,A
USGS,5427850,11/19/2014,1.3,P,0.9,P,1.1,P,61.2,A,0.0491,A,0.00351,A
USGS,5427850,11/20/2014,1.5,P,0.9,P,1.2,P,59.7,A,0.0487,A,0.00376,A
USGS,5427850,11/21/2014,1.8,P,1.1,P,1.4,P,49.5,A,0.0483,A,0.00401,A
USGS,5427850,11/22/2014,1.7,P,0.8,P,1,P,63.6,A,0.0479,A,0.00426,A
USGS,5427850,11/23/2014,2.1,P,0.8,P,1.5,P,81,A,0.0475,A,0.00451,A
USGS,5427850,11/24/2014,2,P,0.6,P,1.3,P,87.1,A,0.0471,A,0.00476,A
USGS,5427850,11/25/2014,1.2,P,0.5,P,0.8,P,91.5,A,0.0466,A,0.00501,A
USGS,5427850,11/26/2014,1.2,P,0.7,P,1,P,68.2,A,0.0462,A,0.00526,A
USGS,5427850,11/27/2014,1.3,P,0.7,P,1.1,P,62.7,A,0.0458,A,0.00551,A
USGS,5427850,11/28/2014,1.3,P,0.9,P,1,P,55.8,A,0.0454,A,0.00576,A
USGS,5427850,11/29/2014,1.8,P,0.7,P,1.2,P,65,A,0.045,A,0.00601,A
USGS,5427850,11/30/2014,1.8,P,0.7,P,1.2,P,69.9,A,0.0446,A,0.00626,A
USGS,5427850,12/1/2014,1.2,P,0.5,P,0.8,P,48.2,A,0.0441,A,0.00651,A
USGS,5427850,12/2/2014,1.5,P,0.6,P,0.9,P,52.9,A,0.0437,A,0.00676,A
USGS,5427850,12/3/2014,1.7,P,0.5,P,1,P,63.9,A,0.0433,A,0.00701,A
USGS,5427850,12/4/2014,0.9,P,0.6,P,0.7,P,56.3,A,0.0429,A,0.00726,A
USGS,5427850,12/5/2014,0.9,P,0.6,P,0.7,P,57.5,A,0.0425,A,0.00751,A
USGS,5427850,12/6/2014,1.5,P,0.7,P,1,P,58.3,A,0.042,A,0.00776,A
USGS,5427850,12/7/2014,1.2,P,0.5,P,0.9,P,48.6,A,0.0416,A,0.00801,A
USGS,5427850,12/8/2014,0.9,P,0.6,P,0.8,P,63.7,A,0.0412,A,0.00826,A
USGS,5427850,12/9/2014,1.3,P,0.6,P,0.9,P,62.4,A,0.0408,A,0.00851,A
USGS,5427850,12/10/2014,1.2,P,0.7,P,0.9,P,56.8,A,0.0404,A,0.00876,A
USGS,5427850,12/11/2014,1.4,P,0.6,P,0.9,P,55.1,A,0.04,A,0.00899,A
USGS,5427850,12/12/2014,1.3,P,0.6,P,0.9,P,53.1,A,0.0398,A,0.00909,A
USGS,5427850,12/13/2014,1.8,P,0.9,P,1.4,P,60.7,A,0.0395,A,0.00917,A
USGS,5427850,12/14/2014,2.6,P,1.6,P,2.1,P,64.2,A,0.0393,A,0.00926,A
USGS,5427850,12/15/2014,4,P,2.4,P,3.1,P,71.2,A,0.0391,A,0.00934,A
USGS,5427850,12/16/2014,2.9,P,0.5,P,2,P,80.7,A,0.0388,A,0.00943,A
USGS,5427850,12/17/2014,0.8,P,0.4,P,0.6,P,75.8,A,0.0386,A,0.00951,A
USGS,5427850,12/18/2014,0.9,P,0.5,P,0.6,P,60.4,A,0.0384,A,0.0096,A
USGS,5427850,12/19/2014,0.9,P,0.6,P,0.8,P,57.3,A,0.0382,A,0.00969,A
USGS,5427850,12/20/2014,1.2,P,0.6,P,0.8,P,55.1,A,0.0379,A,0.00977,A
USGS,5427850,12/21/2014,1.4,P,0.9,P,1.2,P,52.2,A,0.0377,A,0.00986,A
USGS,5427850,12/22/2014,1.9,P,1.2,P,1.5,P,67.1,A,0.0375,A,0.00994,A
USGS,5427850,12/23/2014,3.1,P,1.8,P,2.3,P,70.8,A,0.0372,A,0.01,A
USGS,5427850,12/24/2014,3,P,1.9,P,2.5,P,89.3,A,0.037,A,0.0101,A
USGS,5427850,12/25/2014,3.2,P,1.2,P,2.2,P,69.8,A,0.0368,A,0.0102,A
USGS,5427850,12/26/2014,3.6,P,1.8,P,2.8,P,77.1,A,0.0366,A,0.0103,A
USGS,5427850,12/27/2014,3.6,P,1.4,P,2.7,P,55.8,A,0.0363,A,0.0104,A
USGS,5427850,12/28/2014,2.2,P,0.5,P,1.4,P,72.3,A,0.0361,A,0.0105,A
USGS,5427850,12/29/2014,1.9,P,0.7,P,1.4,P,54,A,0.0359,A,0.0105,A
USGS,5427850,12/30/2014,2.4,P,0.7,P,1.3,P,41.7,A,0.0356,A,0.0106,A
USGS,5427850,12/31/2014,2.1,P,0.8,P,1.4,P,46.9,A,0.0354,A,0.0107,A
USGS,5427850,1/1/2015,1.6,P,0.7,P,1.1,P,52.2,A,0.0352,A,0.0108,A
USGS,5427850,1/2/2015,1.6,P,0.5,P,1,P,54,A,0.035,A,0.0109,A
USGS,5427850,1/3/2015,1,P,0.6,P,0.6,P,54.9,A,0.0347,A,0.011,A
USGS,5427850,1/4/2015,0.6,P,0.5,P,0.6,P,51.2,A,0.0345,A,0.011,A
USGS,5427850,1/5/2015,0.7,P,0.4,P,0.5,P,42.6,A,0.0343,A,0.0111,A
USGS,5427850,1/6/2015,0.6,P,0.4,P,0.5,P,47.9,A,0.034,A,0.0112,A
USGS,5427850,1/7/2015,0.6,P,0.4,P,0.5,P,46,A:e,0.0338,A,0.0113,A
USGS,5427850,1/8/2015,0.5,P,0.4,P,0.4,P,44,A:e,0.0336,A,0.0114,A
USGS,5427850,1/9/2015,0.5,P,0.4,P,0.4,P,44,A:e,0.0334,A,0.0115,A
USGS,5427850,1/10/2015,0.5,P,0.4,P,0.4,P,45,A:e,0.0331,A,0.0116,A
USGS,5427850,1/11/2015,0.5,P,0.4,P,0.4,P,48,A:e,0.0329,A,0.0116,A
USGS,5427850,1/12/2015,0.5,P,0.4,P,0.4,P,49,A:e,0.0327,A,0.0117,A
USGS,5427850,1/13/2015,0.5,P,0.4,P,0.4,P,45,A:e,0.0324,A,0.0118,A
USGS,5427850,1/14/2015,0.4,P,0.4,P,0.4,P,44,A:e,0.0322,A,0.0119,A
USGS,5427850,1/15/2015,0.5,P,0.4,P,0.4,P,50,A:e,0.032,A,0.0119,A
USGS,5427850,1/16/2015,0.5,P,0.4,P,0.4,P,49,A:e,0.0322,A,0.0116,A
USGS,5427850,1/17/2015,0.5,P,0.4,P,0.4,P,53,A:e,0.0324,A,0.0112,A
USGS,5427850,1/18/2015,0.9,P,0.4,P,0.5,P,57,A:e,0.0326,A,0.0109,A
USGS,5427850,1/19/2015,0.8,P,0.4,P,0.5,P,57,A:e,0.0327,A,0.0105,A
USGS,5427850,1/20/2015,0.5,P,0.4,P,0.4,P,53,A:e,0.0329,A,0.0101,A
USGS,5427850,1/21/2015,0.5,P,0.4,P,0.5,P,51,A:e,0.0331,A,0.00976,A
USGS,5427850,1/22/2015,0.6,P,0.4,P,0.5,P,48,A:e,0.0333,A,0.00939,A
USGS,5427850,1/23/2015,0.6,P,0.4,P,0.5,P,50,A:e,0.0335,A,0.00902,A
USGS,5427850,1/24/2015,0.6,P,0.4,P,0.5,P,56,A:e,0.0337,A,0.00865,A
USGS,5427850,1/25/2015,0.6,P,0.4,P,0.5,P,51,A:e,0.0338,A,0.00828,A
USGS,5427850,1/26/2015,0.5,P,0.4,P,0.4,P,37,A:e,0.034,A,0.00791,A
USGS,5427850,1/27/2015,0.4,P,0.4,P,0.4,P,51,A:e,0.0342,A,0.00754,A
USGS,5427850,1/28/2015,0.5,P,0.4,P,0.4,P,50,A:e,0.0344,A,0.00716,A
USGS,5427850,1/29/2015,0.5,P,0.4,P,0.4,P,48,A:e,0.0346,A,0.00679,A
USGS,5427850,1/30/2015,0.5,P,0.4,P,0.4,P,42,A:e,0.0348,A,0.00642,A
USGS,5427850,1/31/2015,0.5,P,0.4,P,0.4,P,45,A:e,0.035,A,0.00605,A
USGS,5427850,2/1/2015,0.4,P,0.4,P,0.4,P,30,A:e,0.0352,A,0.00568,A
USGS,5427850,2/2/2015,0.4,P,0.4,P,0.4,P,41,A:e,0.0353,A,0.00531,A
USGS,5427850,2/3/2015,0.4,P,0.4,P,0.4,P,54,A:e,0.0355,A,0.00494,A
USGS,5427850,2/4/2015,0.4,P,0.4,P,0.4,P,52,A:e,0.0357,A,0.00457,A
USGS,5427850,2/5/2015,0.4,P,0.4,P,0.4,P,48,A:e,0.0359,A,0.00419,A
USGS,5427850,2/6/2015,0.4,P,0.4,P,0.4,P,47,A:e,0.0361,A,0.00382,A
USGS,5427850,2/7/2015,0.4,P,0.4,P,0.4,P,50,A:e,0.0363,A,0.00345,A
USGS,5427850,2/8/2015,0.4,P,0.4,P,0.4,P,52,A:e,0.0364,A,0.00308,A
USGS,5427850,2/9/2015,0.4,P,0.4,P,0.4,P,50,A:e,0.0366,A,0.00271,A
USGS,5427850,2/10/2015,0.4,P,0.4,P,0.4,P,44,A:e,0.0368,A,0.00234,A
USGS,5427850,2/11/2015,0.4,P,0.4,P,0.4,P,48,A:e,0.037,A,0.00203,A
USGS,5427850,2/12/2015,0.4,P,0.4,P,0.4,P,45,A:e,0.0373,A,0.002,A
USGS,5427850,2/13/2015,0.4,P,0.4,P,0.4,P,45,A:e,0.0376,A,0.002,A
USGS,5427850,2/14/2015,0.4,P,0.4,P,0.4,P,48,A:e,0.0379,A,0.002,A
USGS,5427850,2/15/2015,0.4,P,0.4,P,0.4,P,41,A:e,0.0382,A,0.002,A
USGS,5427850,2/16/2015,0.4,P,0.4,P,0.4,P,48,A:e,0.0385,A,0.002,A
USGS,5427850,2/17/2015,0.4,P,0.4,P,0.4,P,51,A:e,0.0388,A,0.002,A
USGS,5427850,2/18/2015,0.4,P,0.4,P,0.4,P,49,A:e,0.039,A,0.002,A
USGS,5427850,2/19/2015,0.4,P,0.4,P,0.4,P,43,A:e,0.0393,A,0.002,A
USGS,5427850,2/20/2015,0.4,P,0.4,P,0.4,P,47,A:e,0.0396,A,0.002,A
USGS,5427850,2/21/2015,0.4,P,0.4,P,0.4,P,51,A:e,0.0399,A,0.002,A
USGS,5427850,2/22/2015,0.4,P,0.4,P,0.4,P,54,A:e,0.0402,A,0.002,A
USGS,5427850,2/23/2015,0.4,P,0.4,P,0.4,P,49,A:e,0.0405,A,0.002,A
USGS,5427850,2/24/2015,0.4,P,0.4,P,0.4,P,51,A:e,0.0408,A,0.002,A
USGS,5427850,2/25/2015,0.4,P,0.4,P,0.4,P,54,A:e,0.0411,A,0.002,A
USGS,5427850,2/26/2015,0.4,P,0.4,P,0.4,P,56,A:e,0.0414,A,0.002,A
USGS,5427850,2/27/2015,0.4,P,0.4,P,0.4,P,53,A:e,0.0416,A,0.002,A
USGS,5427850,2/28/2015,0.4,P,0.4,P,0.4,P,52,A:e,0.0419,A,0.002,A
USGS,5427850,3/1/2015,0.4,P,0.4,P,0.4,P,54,A:e,0.0422,A,0.002,A
USGS,5427850,3/2/2015,0.4,P,0.4,P,0.4,P,59.8,A,0.0425,A,0.002,A
USGS,5427850,3/3/2015,0.4,P,0.4,P,0.4,P,61.7,A,0.0428,A,0.002,A
USGS,5427850,3/4/2015,0.4,P,0.4,P,0.4,P,63.8,A,0.0431,A,0.002,A
USGS,5427850,3/5/2015,0.4,P,0.4,P,0.4,P,61.2,A,0.0434,A,0.002,A
USGS,5427850,3/6/2015,0.4,P,0.4,P,0.4,P,58.2,A,0.0437,A,0.00204,A
USGS,5427850,3/7/2015,0.5,P,0.4,P,0.4,P,61.7,A,0.0514,A,0.00897,A
USGS,5427850,3/8/2015,0.6,P,0.4,P,0.4,P,75.8,A,0.065,A,0.0209,A
USGS,5427850,3/9/2015,0.7,P,0.4,P,0.5,P,130,A,0.0649,A,0.0144,A
USGS,5427850,3/10/2015,0.7,P,0.4,P,0.5,P,162,A,0.205,A,0.0864,A
USGS,5427850,3/11/2015,1.6,P,0.4,P,0.8,P,138,A,0.285,A,0.138,A
USGS,5427850,3/12/2015,4.6,P,0.7,P,2.2,P,94.9,A,0.215,A,0.102,A
USGS,5427850,3/13/2015,7.2,P,1.8,P,4,P,83.8,A,0.159,A,0.0627,A
USGS,5427850,3/14/2015,6.9,P,2.1,P,4.2,P,77.1,A,0.127,A,0.0434,A
USGS,5427850,3/15/2015,6.9,P,2.4,P,4.5,P,62.5,A,0.115,A,0.0361,A
USGS,5427850,3/16/2015,8,P,3,P,5.6,P,69.6,A,0.102,A,0.0287,A
USGS,5427850,3/17/2015,7.6,P,2,P,4.3,P,59.5,A,0.0888,A,0.0213,A
USGS,5427850,3/18/2015,8.3,P,3.3,P,5.9,P,54.3,A,0.0775,A,0.0148,A
USGS,5427850,3/19/2015,8.4,P,6.1,P,7.3,P,53.2,A,0.0751,A,0.0133,A
USGS,5427850,3/20/2015,11.1,P,4.9,P,7.6,P,48.6,A,0.0741,A,0.0127,A
USGS,5427850,3/21/2015,11,P,6.4,P,8.9,P,57.7,A,0.0732,A,0.012,A
USGS,5427850,3/22/2015,8.4,P,4.3,P,6,P,48.4,A,0.0723,A,0.0114,A
USGS,5427850,3/23/2015,5.5,P,1.7,P,3.7,P,50.7,A,0.0713,A,0.0107,A
USGS,5427850,3/24/2015,7.3,P,2.5,P,4.7,P,57,A,0.0704,A,0.01,A
USGS,5427850,3/25/2015,6.9,P,3.9,P,5,P,34.1,A,0.0695,A,0.00939,A
USGS,5427850,3/26/2015,5.4,P,3,P,4.3,P,81.7,A,0.0686,A,0.00874,A
USGS,5427850,3/27/2015,6.5,P,0.9,P,3.5,P,51.7,A,0.0676,A,0.00808,A
USGS,5427850,3/28/2015,8.4,P,3.2,P,5.4,P,42.2,A,0.0667,A,0.00742,A
USGS,5427850,3/29/2015,6.3,P,3.2,P,4.5,P,38.3,A,0.0658,A,0.00677,A
